Pattern,#SUP:,#CONF:
"and,never ==> a",2.0,0.6666666666666666
"and,such ==> a",2.0,0.6666666666666666
"and,of,that ==> a",2.0,0.5
"and,of,such ==> a",2.0,1.0
"dont,make ==> a",2.0,0.6666666666666666
"like,but ==> a",2.0,0.6666666666666666
"like,its ==> a",2.0,0.6666666666666666
"like,the,get ==> a",2.0,0.6666666666666666
"my,up ==> a",2.0,0.5
"my,with,up ==> a",2.0,1.0
"of,but ==> a",2.0,0.5
"of,kind ==> a",2.0,0.6666666666666666
"of,such ==> a",3.0,0.75
"of,would ==> a",3.0,0.6
"of,the,such ==> a",2.0,0.6666666666666666
"of,for,such ==> a",2.0,1.0
"of,for,would ==> a",2.0,1.0
"of,for,such,would ==> a",2.0,1.0
"of,such,would ==> a",2.0,1.0
"the,well ==> a",3.0,0.6
"the,theres ==> a",2.0,1.0
"the,cameron ==> a",2.0,0.5
"the,well,is ==> a",2.0,1.0
"the,well,theres ==> a",2.0,1.0
"the,well,is,theres ==> a",2.0,1.0
"the,is,theres ==> a",2.0,1.0
"the,is,cameron ==> a",2.0,1.0
"if,we ==> a",2.0,0.6666666666666666
"had,them ==> a",2.0,1.0
"but,have ==> a",3.0,0.75
"but,that ==> a",2.0,0.5
"but,its ==> a",2.0,0.6666666666666666
"all,with ==> a",2.0,0.6666666666666666
"well,is ==> a",2.0,0.6666666666666666
"well,that ==> a",2.0,0.6666666666666666
"well,it ==> a",3.0,1.0
"well,theres ==> a",2.0,1.0
"well,is,theres ==> a",2.0,1.0
"well,that,it ==> a",2.0,1.0
"never,with ==> a",2.0,0.5
"never,have ==> a",2.0,0.5
"for,who ==> a",3.0,0.6
"for,such ==> a",2.0,1.0
"for,would ==> a",2.0,0.5
"for,such,would ==> a",2.0,1.0
"at,least ==> a",2.0,1.0
"be,would ==> a",2.0,0.6666666666666666
"have,its ==> a",2.0,1.0
"have,didnt ==> a",5.0,0.8333333333333334
"who,would ==> a",2.0,0.5
"ive,got ==> a",2.0,0.5
"heard,is ==> a",2.0,1.0
"her,that ==> a",2.0,0.6666666666666666
"is,theres ==> a",2.0,1.0
"is,cameron ==> a",2.0,0.6666666666666666
"that,see ==> a",2.0,0.6666666666666666
"that,make ==> a",2.0,0.6666666666666666
"such,would ==> a",2.0,1.0
"to,i,go,out ==> guy",2.0,0.5
"to,i,go,a ==> guy",2.0,1.0
"to,i,go,out,a ==> guy",2.0,1.0
"to,i,out,a ==> guy",2.0,1.0
"to,go,out,a ==> guy",2.0,0.6666666666666666
"i,go,a ==> guy",2.0,1.0
"i,go,out,a ==> guy",2.0,1.0
"i,out,a ==> guy",2.0,0.6666666666666666
"go,out,a ==> guy",2.0,0.6666666666666666
"of,kind ==> guy",2.0,0.6666666666666666
"all,a ==> guy",2.0,0.6666666666666666
"all,is,a ==> guy",2.0,1.0
"be,asia ==> found",2.0,1.0
"be,can,asia ==> found",2.0,1.0
"can,asia ==> found",2.0,1.0
"i,still ==> in",2.0,0.5
"you,come ==> in",2.0,0.5
"you,the,on ==> in",2.0,1.0
"my,up ==> in",2.0,0.5
"the,going ==> in",2.0,0.5
"so,im ==> sure",2.0,0.5
"do,just ==> it",2.0,1.0
"do,he ==> it",2.0,1.0
"do,to,have ==> it",2.0,0.6666666666666666
"do,you,he ==> it",2.0,1.0
"to,was ==> it",2.0,0.6666666666666666
"to,think ==> it",2.0,0.5
"to,time ==> it",2.0,0.5
"to,asia ==> it",2.0,0.6666666666666666
"to,prove ==> it",2.0,1.0
"to,i,think ==> it",2.0,0.5
"to,i,prove ==> it",2.0,1.0
"to,i,about,have ==> it",2.0,1.0
"to,she,just ==> it",2.0,0.6666666666666666
"to,she,was ==> it",2.0,1.0
"to,she,when ==> it",2.0,1.0
"to,she,was,when ==> it",2.0,1.0
"to,about,have ==> it",2.0,1.0
"to,was,when ==> it",2.0,1.0
"i,did ==> it",3.0,0.5
"i,anything ==> it",2.0,0.6666666666666666
"i,world ==> it",2.0,0.6666666666666666
"i,prove ==> it",2.0,1.0
"i,accept ==> it",2.0,1.0
"i,and,can ==> it",2.0,0.5
"i,and,the,can ==> it",2.0,0.5
"i,the,as ==> it",3.0,0.6
"i,the,world ==> it",2.0,0.6666666666666666
"i,the,accept ==> it",2.0,1.0
"i,the,as,world ==> it",2.0,1.0
"i,the,as,accept ==> it",2.0,1.0
"i,the,as,world,accept ==> it",2.0,1.0
"i,the,world,accept ==> it",2.0,1.0
"i,about,have ==> it",2.0,1.0
"i,as,world ==> it",2.0,1.0
"i,as,accept ==> it",2.0,1.0
"i,as,world,accept ==> it",2.0,1.0
"i,world,accept ==> it",2.0,1.0
"she,just ==> it",2.0,0.5
"she,was ==> it",2.0,0.6666666666666666
"she,when ==> it",2.0,1.0
"she,was,when ==> it",2.0,1.0
"youre,know ==> it",2.0,0.5
"youre,you,know ==> it",2.0,0.6666666666666666
"youre,you,and ==> it",2.0,0.5
"youre,you,know,and ==> it",2.0,1.0
"youre,know,and ==> it",2.0,1.0
"im,on ==> it",2.0,1.0
"you,know,and ==> it",2.0,0.5
"you,of,think ==> it",2.0,0.5
"just,like ==> it",2.0,0.6666666666666666
"just,of ==> it",2.0,0.5
"just,was ==> it",2.0,0.5
"just,got ==> it",2.0,0.6666666666666666
"just,like,of ==> it",2.0,1.0
"just,like,got ==> it",2.0,1.0
"just,like,of,got ==> it",2.0,1.0
"just,of,got ==> it",2.0,1.0
"and,can ==> it",2.0,0.5
"and,of,is ==> it",2.0,0.6666666666666666
"and,of,the,is ==> it",2.0,0.6666666666666666
"and,the,can ==> it",2.0,0.5
"like,got ==> it",2.0,1.0
"like,of,got ==> it",2.0,1.0
"of,got ==> it",2.0,1.0
"of,when ==> it",2.0,0.5
"the,accept ==> it",2.0,1.0
"the,as,world ==> it",2.0,1.0
"the,as,accept ==> it",2.0,1.0
"the,as,world,accept ==> it",2.0,1.0
"the,world,accept ==> it",2.0,1.0
"what,thats ==> it",2.0,0.6666666666666666
"about,have ==> it",2.0,1.0
"about,think ==> it",3.0,0.75
"was,when ==> it",2.0,1.0
"was,everyone ==> it",2.0,1.0
"was,doing ==> it",2.0,0.6666666666666666
"was,everyone,doing ==> it",2.0,1.0
"at,there ==> it",2.0,1.0
"as,world ==> it",2.0,1.0
"as,accept ==> it",2.0,1.0
"as,world,accept ==> it",2.0,1.0
"everyone,doing ==> it",2.0,1.0
"world,accept ==> it",2.0,1.0
"she,but ==> doesnt",2.0,0.5
"i,you,let ==> him",2.0,1.0
"i,you,make ==> him",2.0,0.6666666666666666
"i,you,own ==> him",2.0,0.6666666666666666
"i,you,let,make ==> him",2.0,1.0
"i,you,let,own ==> him",2.0,1.0
"i,you,let,make,own ==> him",2.0,1.0
"i,you,make,own ==> him",2.0,0.6666666666666666
"i,let,make ==> him",2.0,0.6666666666666666
"i,let,own ==> him",2.0,1.0
"i,let,make,own ==> him",2.0,1.0
"i,make,own ==> him",2.0,0.6666666666666666
"you,make ==> him",2.0,0.6666666666666666
"you,own ==> him",2.0,0.5
"you,let,make ==> him",2.0,1.0
"you,let,own ==> him",2.0,1.0
"you,let,make,own ==> him",2.0,1.0
"you,make,own ==> him",2.0,0.6666666666666666
"let,make ==> him",2.0,0.6666666666666666
"let,own ==> him",2.0,1.0
"let,make,own ==> him",2.0,1.0
"make,own ==> him",2.0,0.6666666666666666
"to,im,and ==> cant",2.0,1.0
"she,but ==> cant",2.0,0.5
"im,and ==> cant",2.0,0.5
"not,unless ==> sister",2.0,1.0
"not,until ==> sister",2.0,1.0
"not,youre,your ==> sister",2.0,1.0
"youre,your ==> sister",2.0,1.0
"your,unless ==> sister",2.0,1.0
"her,cant ==> sister",2.0,0.5
"her,date ==> sister",2.0,1.0
"not,unless ==> goes",2.0,1.0
"not,sister ==> goes",2.0,0.5
"not,unless,sister ==> goes",2.0,1.0
"unless,sister ==> goes",2.0,0.6666666666666666
"to,bring ==> word",2.0,0.6666666666666666
"to,the,bring ==> word",2.0,1.0
"the,bring ==> word",2.0,1.0
"i,world ==> as",2.0,0.6666666666666666
"i,accept ==> as",2.0,1.0
"i,the,world ==> as",2.0,0.6666666666666666
"i,the,accept ==> as",2.0,1.0
"i,the,world,accept ==> as",2.0,1.0
"i,world,accept ==> as",2.0,1.0
"and,as ==> as",2.0,1.0
"and,as ==> as",2.0,1.0
"and,as,as ==> as",2.0,1.0
"the,doesnt ==> as",2.0,0.6666666666666666
"the,accept ==> as",2.0,1.0
"the,world,accept ==> as",2.0,1.0
"world,accept ==> as",2.0,1.0
"to,you,know,dont ==> are",2.0,0.6666666666666666
"i,colon ==> are",2.0,1.0
"i,that,colon ==> are",2.0,1.0
"you,but,a ==> are",2.0,0.5
"that,colon ==> are",2.0,1.0
"to,i,but ==> going",2.0,0.5
"i,dont,are ==> going",2.0,1.0
"dont,are ==> going",2.0,0.6666666666666666
"i,might ==> date",2.0,0.6666666666666666
"i,a,might ==> date",2.0,1.0
"my,doesnt ==> date",2.0,0.6666666666666666
"a,might ==> date",2.0,1.0
"to,be,it ==> something",2.0,0.5
"your,tell ==> mind",2.0,0.6666666666666666
"your,me,tell ==> mind",2.0,1.0
"to,daddy ==> there",2.0,0.5
"to,me,daddy ==> there",2.0,1.0
"me,daddy ==> there",2.0,0.6666666666666666
"i,theres ==> think",2.0,0.6666666666666666
"i,dont,really ==> think",2.0,1.0
"dont,really ==> think",2.0,0.6666666666666666
"i,theres ==> might",2.0,0.6666666666666666
"i,theres,think ==> might",2.0,1.0
"theres,think ==> might",2.0,1.0
"well,our ==> find",2.0,1.0
"go,cant ==> because",2.0,0.5
"and,as ==> such",2.0,1.0
"and,the,as ==> such",2.0,1.0
"i,go,if ==> want",2.0,0.6666666666666666
"she,doesnt ==> want",2.0,0.6666666666666666
"date,until ==> does",2.0,0.6666666666666666
"are,these ==> right",2.0,1.0
"i,and,is ==> can",2.0,1.0
"i,and,the,is ==> can",2.0,1.0
"i,what,me ==> can",2.0,1.0
"i,what,me,is ==> can",2.0,1.0
"i,me,is ==> can",2.0,1.0
"what,me,is ==> can",2.0,1.0
"your,is ==> only",2.0,0.5
"to,high ==> school",3.0,0.75
"to,of,then ==> or",2.0,1.0
"of,then ==> or",2.0,0.6666666666666666
"got,weve ==> or",2.0,1.0
"the,ive ==> thing",2.0,0.6666666666666666
"the,whole ==> thing",2.0,0.6666666666666666
"i,cant,date ==> until",2.0,1.0
"cant,date ==> until",2.0,1.0
"to,bogey ==> saturday",2.0,0.6666666666666666
"to,you,going ==> saturday",2.0,0.6666666666666666
"to,you,bogey ==> saturday",2.0,1.0
"to,you,going,bogey ==> saturday",2.0,1.0
"to,going,bogey ==> saturday",2.0,1.0
"you,bogey ==> saturday",2.0,1.0
"you,going,bogey ==> saturday",2.0,1.0
"going,bogey ==> saturday",2.0,1.0
"im,dont ==> night",2.0,1.0
"im,dont,a ==> night",2.0,1.0
"one,for ==> night",2.0,0.5
"i,wanted ==> up",2.0,0.6666666666666666
"i,you,wanted ==> up",2.0,1.0
"you,wanted ==> up",2.0,0.6666666666666666
"you,set ==> up",2.0,0.6666666666666666
"to,i,the,want ==> prom",2.0,0.6666666666666666
"to,the,want ==> prom",2.0,0.5
"i,the,want ==> prom",2.0,0.6666666666666666
"the,want ==> prom",2.0,0.5
"the,sophomore ==> prom",2.0,1.0
"the,only,sophomore ==> prom",2.0,1.0
"only,sophomore ==> prom",2.0,1.0
"to,i,be,have ==> home",2.0,0.6666666666666666
"to,be,have ==> home",2.0,0.5
"i,be,have ==> home",2.0,0.6666666666666666
"be,have ==> home",2.0,0.5
"i,we,thought ==> were",2.0,1.0
"we,thought ==> were",2.0,1.0
"you,senor ==> colon",2.0,1.0
"you,me,don ==> colon",2.0,1.0
"me,don ==> colon",2.0,0.6666666666666666
"i,heard ==> he",2.0,0.5
"you,joey ==> he",2.0,0.6666666666666666
"if,ask ==> he",2.0,1.0
"when,he ==> he",2.0,1.0
"when,he ==> he",2.0,1.0
"when,he,he ==> he",2.0,1.0
"be,found ==> west",2.0,1.0
"be,asia ==> west",2.0,1.0
"be,found,can ==> west",2.0,1.0
"be,found,asia ==> west",2.0,1.0
"be,found,can,asia ==> west",2.0,1.0
"be,can,asia ==> west",2.0,1.0
"found,can ==> west",2.0,1.0
"found,asia ==> west",2.0,1.0
"found,can,asia ==> west",2.0,1.0
"can,asia ==> west",2.0,1.0
"the,let ==> hes",2.0,0.5
"and,why ==> would",2.0,0.6666666666666666
"my,the,on ==> would",2.0,0.5
"they,if ==> follow",2.0,1.0
"to,you,going ==> bogey",2.0,0.6666666666666666
"the,ocean ==> uncrossable",2.0,0.6666666666666666
"need,the ==> therapy",2.0,1.0
"you,and,if ==> will",2.0,1.0
"and,if ==> will",2.0,1.0
"how,many ==> people",2.0,0.6666666666666666
"we,his ==> people",2.0,1.0
"to,make ==> own",2.0,0.5
"to,i,make ==> own",2.0,1.0
"to,i,you,make ==> own",2.0,1.0
"to,you,make ==> own",2.0,1.0
"i,make ==> own",3.0,0.6
"i,you,make ==> own",3.0,1.0
"i,you,my,make ==> own",2.0,1.0
"i,my,see ==> own",2.0,0.6666666666666666
"i,my,make ==> own",2.0,1.0
"im,a,in ==> own",2.0,0.6666666666666666
"you,make ==> own",3.0,1.0
"you,my,make ==> own",2.0,1.0
"my,see ==> own",2.0,0.6666666666666666
"my,make ==> own",2.0,1.0
"i,you,know,and ==> tell",2.0,1.0
"you,know,and ==> tell",2.0,0.5
"i,everyone ==> else",2.0,0.6666666666666666
"no,one ==> else",2.0,0.6666666666666666
"was,he ==> doing",2.0,0.5
"was,everyone ==> doing",2.0,1.0
"ever,has ==> told",2.0,0.6666666666666666
"ever,anyone ==> told",2.0,1.0
"ever,has,anyone ==> told",2.0,1.0
"has,anyone ==> told",2.0,1.0
"the,than ==> said",2.0,0.5
"i,need ==> now",2.0,0.6666666666666666
"i,need,you ==> now",2.0,0.6666666666666666
"to,since ==> over",2.0,0.6666666666666666
"to,i,since ==> over",2.0,0.6666666666666666
"to,i,go,since ==> over",2.0,1.0
"to,go,since ==> over",2.0,1.0
"i,go,since ==> over",2.0,1.0
"go,since ==> over",2.0,1.0
"youre,my ==> normal",2.0,0.6666666666666666
"you,what,are ==> listening",2.0,0.5
"what,are ==> listening",2.0,0.5
"i,might ==> ask",2.0,0.6666666666666666
"is,gigglepuss ==> playing",2.0,1.0
"is,it,gigglepuss ==> playing",2.0,1.0
"it,gigglepuss ==> playing",2.0,1.0
"to,i,you,get ==> way",2.0,1.0
"to,i,you,my,the ==> way",2.0,0.6666666666666666
"to,i,you,my,get ==> way",2.0,1.0
"to,i,you,my,the,get ==> way",2.0,1.0
"to,i,you,the,get ==> way",2.0,1.0
"to,i,my,get ==> way",2.0,1.0
"to,i,my,the,get ==> way",2.0,1.0
"to,i,the,get ==> way",2.0,0.6666666666666666
"to,you,my,the ==> way",2.0,0.6666666666666666
"to,you,my,get ==> way",2.0,1.0
"to,you,my,the,get ==> way",2.0,1.0
"to,you,the,get ==> way",2.0,1.0
"to,my,get ==> way",2.0,1.0
"to,my,the,get ==> way",2.0,1.0
"to,the,get ==> way",2.0,0.5
"i,you,get ==> way",2.0,0.6666666666666666
"i,you,my,the ==> way",2.0,0.5
"i,you,my,get ==> way",2.0,1.0
"i,you,my,the,get ==> way",2.0,1.0
"i,you,the,get ==> way",2.0,1.0
"i,my,get ==> way",2.0,1.0
"i,my,the,get ==> way",2.0,1.0
"i,the,get ==> way",2.0,0.6666666666666666
"you,my,get ==> way",2.0,0.6666666666666666
"you,my,the,get ==> way",2.0,1.0
"my,get ==> way",2.0,0.6666666666666666
"my,the,get ==> way",2.0,1.0
"to,of,have ==> men",2.0,0.6666666666666666
"to,of,the,have ==> men",2.0,0.6666666666666666
"of,the,have ==> men",2.0,0.6666666666666666
"dont,see ==> sin",2.0,1.0
"of,all ==> them",3.0,0.5
"i,sent ==> em",2.0,1.0
"to,me,some ==> girl",2.0,1.0
"to,me,out,some ==> girl",2.0,1.0
"to,me,out,take ==> girl",2.0,0.6666666666666666
"to,me,out,some,take ==> girl",2.0,1.0
"to,me,some,take ==> girl",2.0,1.0
"to,out,some ==> girl",2.0,1.0
"to,out,take ==> girl",2.0,0.5
"to,out,some,take ==> girl",2.0,1.0
"to,a,take ==> girl",2.0,1.0
"to,some,take ==> girl",2.0,1.0
"so,get ==> girl",2.0,0.5
"so,the,get ==> girl",2.0,0.6666666666666666
"so,the,get,can ==> girl",2.0,1.0
"so,get,can ==> girl",2.0,1.0
"the,cameron ==> girl",2.0,0.5
"the,get,can ==> girl",2.0,1.0
"the,get,cameron ==> girl",2.0,0.6666666666666666
"get,can ==> girl",2.0,0.6666666666666666
"get,cameron ==> girl",2.0,0.6666666666666666
"me,some ==> girl",2.0,1.0
"me,out,some ==> girl",2.0,1.0
"me,out,take ==> girl",2.0,0.6666666666666666
"me,out,some,take ==> girl",2.0,1.0
"me,some,take ==> girl",2.0,1.0
"out,some ==> girl",2.0,0.5
"out,some,take ==> girl",2.0,1.0
"a,take ==> girl",3.0,1.0
"some,take ==> girl",2.0,1.0
"don,bobadilla ==> already",2.0,0.6666666666666666
"him,tell ==> his",2.0,0.5
"dont,make ==> man",2.0,0.6666666666666666
"dont,a,make ==> man",2.0,0.6666666666666666
"a,make ==> man",2.0,0.5
"like,their ==> their",2.0,1.0
"like,their ==> their",2.0,1.0
"like,that,their ==> their",2.0,1.0
"like,that,their ==> their",2.0,1.0
"like,that,their,their ==> their",2.0,1.0
"like,their,their ==> their",2.0,1.0
"that,their ==> their",2.0,0.6666666666666666
"that,their ==> their",2.0,0.6666666666666666
"that,their,their ==> their",2.0,0.6666666666666666
"but,never ==> seen",2.0,0.6666666666666666
"me,forgive ==> don",2.0,0.5
"so,how ==> certain",2.0,1.0
"so,how,you ==> certain",2.0,1.0
"so,how,be ==> certain",2.0,1.0
"so,how,can ==> certain",2.0,1.0
"so,how,you,be ==> certain",2.0,1.0
"so,how,you,can ==> certain",2.0,1.0
"so,how,you,be,can ==> certain",2.0,1.0
"so,how,be,can ==> certain",2.0,1.0
"so,you,be ==> certain",2.0,0.5
"so,you,can ==> certain",2.0,0.5
"so,you,be,can ==> certain",2.0,0.6666666666666666
"so,be,can ==> certain",2.0,0.6666666666666666
"how,be ==> certain",2.0,0.5
"how,can ==> certain",2.0,1.0
"how,you,be ==> certain",2.0,1.0
"how,you,can ==> certain",2.0,1.0
"how,you,be,can ==> certain",2.0,1.0
"how,be,can ==> certain",2.0,1.0
"you,dont,the ==> type",2.0,0.6666666666666666
"to,paid ==> take",2.0,1.0
"to,you,the,me ==> take",2.0,1.0
"god,with ==> us",2.0,1.0
"god,be ==> us",2.0,1.0
"god,with,be ==> us",2.0,1.0
"you,like,because ==> taking",2.0,0.6666666666666666
"like,because ==> taking",2.0,0.6666666666666666
"this,about ==> sarah",2.0,0.6666666666666666
"this,about ==> lawrence",2.0,0.6666666666666666
"this,sarah ==> lawrence",2.0,1.0
"this,about,sarah ==> lawrence",2.0,1.0
"about,sarah ==> lawrence",2.0,1.0
"to,the,he ==> world",2.0,0.6666666666666666
"i,accept ==> world",2.0,1.0
"i,the,accept ==> world",2.0,1.0
"the,show ==> world",2.0,1.0
"the,accept ==> world",2.0,1.0
"you,freshman ==> yearbook",2.0,1.0
"accept ==> the,is",2.0,0.6666666666666666
"accept ==> the,it",2.0,0.6666666666666666
"accept ==> the,as",2.0,0.6666666666666666
"accept ==> the,world",2.0,0.6666666666666666
"accept ==> the,is,it",2.0,0.6666666666666666
"accept ==> the,is,as",2.0,0.6666666666666666
"accept ==> the,is,world",2.0,0.6666666666666666
"accept ==> the,is,it,as",2.0,0.6666666666666666
"accept ==> the,is,it,world",2.0,0.6666666666666666
"accept ==> the,is,it,as,world",2.0,0.6666666666666666
"accept ==> the,is,as,world",2.0,0.6666666666666666
"accept ==> the,it,as",2.0,0.6666666666666666
"accept ==> the,it,world",2.0,0.6666666666666666
"accept ==> the,it,as,world",2.0,0.6666666666666666
"accept ==> the,as,world",2.0,0.6666666666666666
"accept ==> is,it",2.0,0.6666666666666666
"accept ==> is,as",2.0,0.6666666666666666
"accept ==> is,world",2.0,0.6666666666666666
"accept ==> is,it,as",2.0,0.6666666666666666
"accept ==> is,it,world",2.0,0.6666666666666666
"accept ==> is,it,as,world",2.0,0.6666666666666666
"accept ==> is,as,world",2.0,0.6666666666666666
"accept ==> it,as",2.0,0.6666666666666666
"accept ==> it,world",2.0,0.6666666666666666
"accept ==> it,as,world",2.0,0.6666666666666666
"accept ==> as,world",2.0,0.6666666666666666
"sometimes ==> to,you",2.0,0.5
"listen ==> to,you",3.0,0.5
"while ==> you,the",2.0,0.6666666666666666
"wanted ==> to,you",2.0,0.5
"wanted ==> you,me",2.0,0.5
"wanted ==> you,up",2.0,0.5
"kind ==> of,a",2.0,0.6666666666666666
"kind ==> of,guy",2.0,0.6666666666666666
"weve ==> got,or",2.0,0.5
"seem ==> to,for",2.0,0.6666666666666666
"unless ==> your,sister",2.0,0.6666666666666666
"unless ==> sister,goes",2.0,0.6666666666666666
"word ==> of,god",2.0,0.5
"might ==> a,date",2.0,0.5
"these ==> are,right",2.0,0.5
"live ==> to,a",2.0,0.6666666666666666
"howd ==> you,the",2.0,0.5
"howd ==> you,get",2.0,0.5
"howd ==> you,the,get",2.0,0.5
"howd ==> the,get",2.0,0.5
"seems ==> the,is",2.0,0.6666666666666666
"name ==> of,will",2.0,0.5
"public ==> the,up",2.0,1.0
"sophomore ==> the,prom",2.0,0.6666666666666666
"line ==> like,a",2.0,1.0
"wonder ==> you,know",2.0,1.0
"asia ==> to,the",2.0,0.5
"asia ==> to,it",2.0,0.5
"asia ==> to,the,it",2.0,0.5
"asia ==> the,it",2.0,0.5
"asia ==> be,found",2.0,0.5
"asia ==> be,can",2.0,0.5
"asia ==> be,west",2.0,0.5
"asia ==> be,found,can",2.0,0.5
"asia ==> be,found,west",2.0,0.5
"asia ==> be,found,can,west",2.0,0.5
"asia ==> be,can,west",2.0,0.5
"asia ==> found,can",2.0,0.5
"asia ==> found,west",2.0,0.5
"asia ==> found,can,west",2.0,0.5
"asia ==> can,west",2.0,0.5
"pick ==> you,up",2.0,1.0
"bring ==> of,the",2.0,0.6666666666666666
"bring ==> of,god",2.0,0.6666666666666666
"bring ==> of,word",2.0,0.6666666666666666
"bring ==> of,the,god",2.0,0.6666666666666666
"bring ==> of,the,word",2.0,0.6666666666666666
"bring ==> of,the,god,word",2.0,0.6666666666666666
"bring ==> of,god,word",2.0,0.6666666666666666
"bring ==> the,god",2.0,0.6666666666666666
"bring ==> the,word",2.0,0.6666666666666666
"bring ==> the,god,word",2.0,0.6666666666666666
"bring ==> god,word",2.0,0.6666666666666666
"according ==> to,of",2.0,0.6666666666666666
"according ==> to,the",2.0,0.6666666666666666
"according ==> to,is",2.0,0.6666666666666666
"according ==> to,of,the",2.0,0.6666666666666666
"according ==> to,of,is",2.0,0.6666666666666666
"according ==> to,of,the,is",2.0,0.6666666666666666
"according ==> to,the,is",2.0,0.6666666666666666
"according ==> of,the",2.0,0.6666666666666666
"according ==> of,is",2.0,0.6666666666666666
"according ==> of,the,is",2.0,0.6666666666666666
"according ==> the,is",2.0,0.6666666666666666
"senor ==> with,colon",2.0,0.6666666666666666
"looking ==> the,at",2.0,0.6666666666666666
"bogey ==> party,lowensteins",2.0,0.5
"cannot ==> of,the",2.0,0.5
"cannot ==> of,ignore",2.0,0.5
"cannot ==> of,the,ignore",2.0,0.5
"cannot ==> the,ignore",2.0,0.5
"ignore ==> of,the",2.0,1.0
"sarah ==> to,i",2.0,0.5
"sarah ==> to,lawrence",2.0,0.5
"sarah ==> to,i,lawrence",2.0,0.5
"sarah ==> i,lawrence",2.0,0.5
"sarah ==> the,lawrence",2.0,0.5
"lawrence ==> to,i",2.0,0.5
"act ==> you,of",2.0,0.6666666666666666
"forgive ==> me,don",2.0,0.5
"paid ==> to,me",2.0,1.0
"paid ==> to,out",2.0,1.0
"paid ==> to,take",2.0,1.0
"paid ==> to,me,out",2.0,1.0
"paid ==> to,me,take",2.0,1.0
"paid ==> to,me,out,take",2.0,1.0
"paid ==> to,out,take",2.0,1.0
"paid ==> me,out",2.0,1.0
"paid ==> me,take",2.0,1.0
"paid ==> me,out,take",2.0,1.0
"paid ==> out,take",2.0,1.0
"gigglepuss ==> is,playing",2.0,0.5
"anyone ==> you,ever",2.0,0.6666666666666666
"anyone ==> you,that",2.0,0.6666666666666666
"anyone ==> you,told",2.0,0.6666666666666666
"anyone ==> you,ever,that",2.0,0.6666666666666666
"anyone ==> you,ever,told",2.0,0.6666666666666666
"anyone ==> you,ever,that,told",2.0,0.6666666666666666
"anyone ==> you,that,told",2.0,0.6666666666666666
"anyone ==> ever,that",2.0,0.6666666666666666
"anyone ==> ever,told",2.0,0.6666666666666666
"anyone ==> ever,that,told",2.0,0.6666666666666666
"anyone ==> that,told",2.0,0.6666666666666666
"end ==> of,story",2.0,0.6666666666666666
"ever,has ==> you,told",2.0,0.6666666666666666
"ever,anyone ==> you,told",2.0,1.0
"ever,has,anyone ==> you,told",2.0,1.0
"has,anyone ==> you,told",2.0,1.0
"i,need ==> you,now",2.0,0.6666666666666666
"go,all ==> like,a",2.0,0.5
"go,all,with ==> like,a",2.0,1.0
"all,with ==> like,a",2.0,0.6666666666666666
"to,bring ==> of,the",2.0,0.6666666666666666
"to,according ==> of,the",2.0,0.6666666666666666
"to,i,on ==> of,the",2.0,0.5
"to,i,my,on ==> of,the",2.0,0.6666666666666666
"to,my,on ==> of,the",2.0,0.6666666666666666
"i,you,with,is ==> of,the",2.0,1.0
"i,you,with,that ==> of,the",2.0,0.5
"i,you,with,are ==> of,the",2.0,0.5
"i,you,with,is,that ==> of,the",2.0,1.0
"i,you,with,is,are ==> of,the",2.0,1.0
"i,you,with,is,that,are ==> of,the",2.0,1.0
"i,you,with,that,are ==> of,the",2.0,0.6666666666666666
"i,you,is,are ==> of,the",2.0,1.0
"i,you,is,that,are ==> of,the",2.0,1.0
"i,you,that,are ==> of,the",2.0,0.6666666666666666
"i,my,on ==> of,the",2.0,0.5
"i,with,is ==> of,the",2.0,0.6666666666666666
"i,with,that ==> of,the",2.0,0.5
"i,with,are ==> of,the",2.0,0.5
"i,with,is,that ==> of,the",2.0,1.0
"i,with,is,are ==> of,the",2.0,1.0
"i,with,is,that,are ==> of,the",2.0,1.0
"i,with,that,are ==> of,the",2.0,0.6666666666666666
"i,is,are ==> of,the",2.0,1.0
"i,is,that,are ==> of,the",2.0,1.0
"i,that,are ==> of,the",2.0,0.6666666666666666
"you,with,is ==> of,the",2.0,0.5
"you,with,that ==> of,the",2.0,0.5
"you,with,are ==> of,the",2.0,0.5
"you,with,is,that ==> of,the",2.0,1.0
"you,with,is,are ==> of,the",2.0,1.0
"you,with,is,that,are ==> of,the",2.0,1.0
"you,with,that,are ==> of,the",2.0,0.6666666666666666
"you,is,are ==> of,the",2.0,1.0
"you,is,that,are ==> of,the",2.0,1.0
"with,is,that ==> of,the",2.0,1.0
"with,is,are ==> of,the",2.0,1.0
"with,is,that,are ==> of,the",2.0,1.0
"with,that,are ==> of,the",2.0,0.6666666666666666
"is,are ==> of,the",2.0,1.0
"is,that,are ==> of,the",2.0,1.0
"cannot,ignore ==> of,the",2.0,1.0
"they,if ==> me,follow",2.0,1.0
"to,word ==> of,god",2.0,1.0
"to,bring ==> of,god",2.0,0.6666666666666666
"to,the,word ==> of,god",2.0,1.0
"to,the,bring ==> of,god",2.0,1.0
"to,the,word,bring ==> of,god",2.0,1.0
"to,word,bring ==> of,god",2.0,1.0
"the,word ==> of,god",2.0,0.6666666666666666
"the,bring ==> of,god",2.0,1.0
"the,word,bring ==> of,god",2.0,1.0
"word,bring ==> of,god",2.0,1.0
